lat,lon,wheelchair
52.5026355,13.308687,limited
52.5027148,13.3085494,no
52.5028078,13.3084091,no
52.5021428,13.3085592,unknown
52.5022057,13.3091987,yes
52.502142,13.3083711,unknown
52.5026392,13.3076719,yes
52.5022658,13.3076586,no
52.5029616,13.3075972,no
52.5023267,13.307671,no
52.5024946,13.307726,no
52.5029596,13.3004667,yes
52.5002465,13.3037248,unknown
52.4991637,13.3004528,unknown
52.5013335,13.3007369,unknown
52.5001155,13.3013417,yes
52.5002493,13.3009439,unknown
52.502968,13.3009576,no
52.5016712,13.3003614,unknown
52.5016187,13.3003539,limited
52.5024101,13.3004522,unknown
52.4991536,13.3012162,unknown
52.4990795,13.3021626,unknown
52.4996018,13.3035965,yes
52.5022684,13.3036287,unknown
52.4996078,13.3017208,unknown
52.499495,13.3017112,yes
52.4892152,13.2961872,unknown
52.4886003,13.3013735,no
52.4886406,13.301475,no
52.4886585,13.2932414,limited
52.4891517,13.2941908,yes
52.4884468,13.3010624,yes
52.4870744,13.2983494,unknown
52.4878242,13.2993789,yes
52.4876918,13.2992293,unknown
52.4879841,13.2983319,no
52.4864712,13.297273,yes
52.4858072,13.3011535,unknown
52.4870036,13.2982338,yes
52.4852401,13.2950948,no
52.4887457,13.2934755,unknown
52.4881097,13.3022458,limited
52.4889183,13.2963081,unknown
52.4880005,13.2981133,unknown
52.4870074,13.2982206,unknown
52.4884186,13.3008814,yes
52.4884643,13.3009458,yes
52.4885481,13.3012608,no
52.4949617,13.3018242,limited
52.4945436,13.3035449,yes
52.4942156,13.3024563,unknown
52.4947387,13.301349,unknown
52.4944808,13.3013483,no
52.4952414,13.3019698,unknown
52.4953768,13.3017633,unknown
52.4945009,13.3012585,limited
52.4941082,13.300562,unknown
52.494745,13.30386,unknown
52.4956001,13.3048051,yes
52.4961288,13.2860179,yes
52.5009547,13.2840871,unknown
52.5020258,13.2705217,unknown
52.498196,13.29227,unknown
52.5005569,13.2943054,unknown
52.4959847,13.2869558,unknown
52.4977248,13.2817971,no
52.4977127,13.2905348,unknown
52.4990578,13.2940742,unknown
52.4970458,13.2853278,limited
52.4997351,13.288411,unknown
52.5029242,13.2855368,unknown
52.4979205,13.2926578,unknown
52.4978039,13.2936733,unknown
52.4957036,13.2799937,unknown
52.4976682,13.2899211,no
52.4891489,13.289254,unknown
52.4915361,13.2939693,unknown
52.4858361,13.2844131,unknown
52.4864078,13.2841696,unknown
52.4919659,13.2930708,unknown
52.4916392,13.2910752,unknown
52.4916,13.2920408,no
52.4898533,13.2846014,unknown
52.4892664,13.2847335,unknown
52.4882325,13.2883415,unknown
52.4880892,13.2878191,unknown
52.4867638,13.286431,unknown
52.4910797,13.2936118,unknown
52.4911553,13.2935027,unknown
52.4913784,13.2937239,unknown
52.4910316,13.2930609,unknown
52.4989428,13.2987809,unknown
52.501246,13.297836,unknown
52.5005235,13.3001049,unknown
52.5006731,13.2963304,unknown
52.4993717,13.2966214,unknown
52.5021232,13.2971737,unknown
52.5020264,13.2971451,unknown
52.5018158,13.2997227,unknown
52.5007828,13.2981243,unknown
52.5011056,13.2982428,unknown
52.5007728,13.2992627,unknown
52.5012154,13.2964099,unknown
52.5011841,13.2979972,unknown
52.5008224,13.2991078,unknown
52.50115,13.2981076,unknown
52.5006906,13.2985749,unknown
52.501512,13.2969998,unknown
52.4989308,13.2965678,unknown
52.5003018,13.2997066,unknown
52.4908244,13.3043425,unknown
52.490153,13.3076782,unknown
52.4942168,13.3102032,limited
52.4937078,13.3042201,unknown
52.4931447,13.3053957,unknown
52.4906333,13.3084973,unknown
52.4925479,13.3126381,yes
52.4908227,13.3131766,yes
52.4904997,13.3131212,yes
52.4901955,13.3049154,unknown
52.4914732,13.2975966,unknown
52.4934472,13.2992906,unknown
52.4912815,13.2989848,yes
52.4912733,13.297869,unknown
52.4920866,13.296662,unknown
52.4924467,13.2968172,unknown
52.4927238,13.2961869,unknown
52.4922445,13.295897,unknown
52.4924982,13.2960664,unknown
52.492023,13.2990489,limited
52.4910744,13.3014613,unknown
52.491195,13.3012462,unknown
52.4916588,13.3013105,no
52.4978496,13.2970311,yes
52.4979706,13.2970103,unknown
52.4977961,13.2968374,yes
52.4983555,13.2965176,yes
52.4976341,13.295879,no
52.4981482,13.2957698,yes
52.4979969,13.295509,unknown
52.4978537,13.2970772,unknown
52.4979496,13.2975257,limited
52.4979836,13.2976775,limited
52.4981356,13.2956324,limited
52.4985543,13.2980164,limited
52.4982807,13.2971867,limited
52.498468,13.2973978,unknown
52.4988284,13.2965565,unknown
52.4980701,13.2953037,unknown
52.4980797,13.298269,yes
52.4981179,13.2984526,no
52.5008821,13.3081041,yes
52.498604,13.3077232,unknown
52.499941,13.306834,no
52.5000629,13.3073797,unknown
52.500967,13.311761,no
52.4984628,13.3069667,unknown
52.4984,13.3068817,unknown
52.49849,13.3072327,yes
52.4993137,13.3074807,unknown
52.4994253,13.3074737,unknown
52.4994931,13.3074684,unknown
52.4989356,13.312274,no
52.4996926,13.3125891,yes
52.4991188,13.3128213,yes
52.4983285,13.311984,limited
52.4978088,13.3121386,unknown
52.4993795,13.3124574,no
52.4989719,13.3122919,no
52.499357,13.3120633,no
52.4998578,13.3081107,unknown
52.5000093,13.3097609,no
52.5000056,13.3101422,no
52.5004441,13.3089835,unknown
52.5001294,13.3108978,no
52.5001447,13.3110503,no
52.5004111,13.305804,unknown
52.5002555,13.3041573,unknown
52.4994045,13.3052135,yes
52.5000959,13.3064886,unknown
52.4998446,13.3080046,unknown
52.4990464,13.3040286,unknown
52.4992174,13.3056796,unknown
52.4992653,13.3044744,unknown
52.4993249,13.3047926,unknown
52.499824,13.3077684,yes
52.4998342,13.307868,limited
52.4996981,13.3074715,yes
52.4992196,13.3042232,unknown
52.4991502,13.3041497,unknown
52.5000879,13.3062877,yes
52.4938388,13.3321659,unknown
52.4938322,13.3319836,unknown
52.4939543,13.3268807,unknown
52.492978,13.3280397,unknown
52.4940721,13.3281265,unknown
52.4941955,13.3431893,unknown
52.4940235,13.3250857,yes
52.4913389,13.3262446,limited
52.4941864,13.331275,yes
52.4933171,13.3313442,yes
52.49149,13.3271303,no
52.493546,13.3324318,yes
52.4929635,13.3304474,yes
52.4925815,13.3306324,unknown
52.4936068,13.3311391,unknown
52.4939465,13.3333509,yes
52.4922321,13.3235669,no
52.4929328,13.3293261,yes
52.4941597,13.3267044,unknown
52.4937708,13.3221128,yes
52.4936308,13.3229806,unknown
52.4921105,13.3421097,unknown
52.4942996,13.323465,unknown
52.4940075,13.3234096,limited
52.4929045,13.3232191,unknown
52.486278,13.3506678,yes
52.4883013,13.3508734,unknown
52.4851789,13.3521015,yes
52.4892431,13.3509335,unknown
52.4854993,13.3516513,no
52.492157,13.3515108,no
52.4897183,13.3506368,limited
52.4895447,13.3520545,no
52.4864826,13.3504551,limited
52.4946569,13.3511315,limited
52.4861765,13.3503476,limited
52.4899549,13.3517479,no
52.491974,13.351092,yes
52.4919813,13.3510044,no
52.4865931,13.3517227,yes
52.4929437,13.3518427,unknown
52.4933014,13.3527944,unknown
52.4935829,13.3503378,limited
52.4933055,13.351924,no
52.4930783,13.3473845,no
52.4936448,13.3326788,yes
52.4926268,13.348166,yes
52.4931612,13.3460744,unknown
52.4926502,13.3481333,unknown
52.4931471,13.3461033,unknown
52.4931329,13.3461323,unknown
52.4931188,13.3461612,unknown
52.4862765,13.3561798,yes
52.4873144,13.3570728,yes
52.4889077,13.3577476,no
52.4886595,13.3570077,limited
52.4874198,13.3559062,unknown
52.4854609,13.3554125,no
52.486109,13.3567442,yes
52.4866004,13.3565305,yes
52.4874138,13.3550009,yes
52.4874605,13.3573257,limited
52.4872704,13.3576292,unknown
52.4869025,13.3549685,limited
52.4867905,13.3550637,unknown
52.4866061,13.355232,limited
52.4868701,13.3566798,unknown
52.486539,13.3552866,yes
52.4879655,13.3567272,unknown
52.4869402,13.35674,yes
52.4973627,13.3458491,unknown
52.4975891,13.3462987,unknown
52.4959427,13.3425218,no
52.4965138,13.3442539,no
52.4973462,13.3439273,unknown
52.4894274,13.3448024,yes
52.4895216,13.3458407,unknown
52.492548,13.3443306,unknown
52.4892928,13.3463614,limited
52.4893403,13.3468492,no
52.4919944,13.3453559,yes
52.4971931,13.3457531,yes
52.4924086,13.3091456,limited
52.4914831,13.3195039,yes
52.4899162,13.3117635,no
52.4899714,13.3116275,limited
52.4910381,13.3170755,yes
52.4908368,13.3169695,yes
52.4914239,13.3181079,yes
52.4903573,13.3149173,yes
52.4894079,13.3158629,limited
52.4913825,13.3114639,unknown
52.4914163,13.311768,unknown
52.4893934,13.3077634,unknown
52.492352,13.3188939,yes
52.490552,13.3192668,unknown
52.4897175,13.3111684,yes
52.4937043,13.3103941,yes
52.489441,13.3118736,yes
52.4894924,13.3120475,yes
52.4902213,13.3150392,unknown
52.4894609,13.3196749,unknown
52.4916443,13.3172726,unknown
52.4945315,13.3090745,no
52.4880083,13.3540667,no
52.4878741,13.3526806,no
52.4877162,13.3527017,no
52.4849159,13.3544351,no
52.4904979,13.3533896,yes
52.4900006,13.3535008,yes
52.4885284,13.3532939,yes
52.4902836,13.3533646,yes
52.4852704,13.3534485,yes
52.4881269,13.3543415,yes
52.488073,13.3543869,limited
52.4877944,13.3546192,no
52.4899829,13.3529653,no
52.4901775,13.3533584,limited
52.4868718,13.3534473,no
52.4851716,13.3537874,yes
52.4911032,13.3261077,no
52.489874,13.3261811,unknown
52.4912607,13.3230265,yes
52.4918118,13.3234162,unknown
52.4913512,13.3235783,no
52.4911929,13.32524,no
52.491494,13.3246763,limited
52.4914278,13.3252965,yes
52.4913419,13.3260399,no
52.490967,13.3249783,yes
52.4875715,13.3247709,limited
52.4891248,13.3230866,no
52.4916174,13.3235176,no
52.4880983,13.3229325,unknown
52.4906012,13.3249575,limited
52.490823,13.3249751,unknown
52.4909017,13.3249824,unknown
52.4881534,13.3223463,unknown
52.4872998,13.3230605,unknown
52.4902836,13.3232562,unknown
52.4873276,13.3263731,unknown
52.4914015,13.3254979,limited
52.4937016,13.3326326,unknown
52.4928293,13.3333228,unknown
52.4945047,13.3334341,unknown
52.4908116,13.3356896,limited
52.4908515,13.3378948,yes
52.4948615,13.3369421,yes
52.4905414,13.3337532,unknown
52.4905503,13.3334135,unknown
52.4905325,13.3338592,unknown
52.4945146,13.3367969,unknown
52.4907193,13.3376637,yes
52.4947391,13.3383845,yes
52.490331,13.3305183,unknown
52.4866786,13.3237248,yes
52.4866613,13.323285,limited
52.4866674,13.3228483,yes
52.4866772,13.3236395,no
52.4849551,13.3200649,yes
52.4866802,13.3234065,limited
52.4859751,13.3220419,unknown
52.4869917,13.3222676,unknown
52.4860212,13.3208531,unknown
52.4858246,13.3208111,unknown
52.4861147,13.3201908,limited
52.4868452,13.3222597,unknown
52.4856805,13.3208083,unknown
52.4869473,13.3236421,unknown
52.4862119,13.3221245,yes
52.4851005,13.344872,yes
52.4853667,13.3452702,yes
52.4887024,13.3452486,unknown
52.4891253,13.3443978,unknown
52.4864448,13.3453468,yes
52.4871388,13.3447777,no
52.486658,13.3453911,unknown
52.4893552,13.3446041,no
52.4869279,13.3425314,limited
52.4893577,13.3443489,no
52.4888559,13.3447125,yes
52.4887421,13.3432049,yes
52.4893481,13.3447539,no
52.4851935,13.3446439,yes
52.4968247,13.3537835,yes
52.4968797,13.3536371,no
52.4923064,13.3532175,yes
52.4911959,13.3530888,yes
52.4946141,13.3542734,limited
52.4921195,13.352402,no
52.4921201,13.352508,no
52.4945989,13.3545133,limited
52.4931651,13.3537649,yes
52.4923671,13.3535684,limited
52.493418,13.3538294,yes
52.4928524,13.3536899,no
52.4940497,13.3539855,no
52.4939677,13.3539664,yes
52.492098,13.3535159,no
52.4943614,13.3540632,no
52.4975096,13.3541673,yes
52.4975717,13.3541504,yes
52.4972768,13.354751,no
52.4974669,13.3546863,unknown
52.4975531,13.3546407,no
52.4927327,13.3533222,no
52.4941312,13.3540046,no
52.4958258,13.3242212,unknown
52.4968104,13.3239539,yes
52.4957849,13.3242139,unknown
52.4972992,13.3240282,unknown
52.4959012,13.3242347,unknown
52.495943,13.3242422,no
52.4948917,13.3240659,unknown
52.496072,13.32837,unknown
52.4950657,13.3241123,no
52.4954452,13.3295518,no
52.4952995,13.3282406,unknown
52.4962087,13.3290822,unknown
52.4971004,13.3232358,unknown
52.4961346,13.3279918,limited
52.4962353,13.3273827,unknown
52.4961549,13.3237877,limited
52.496393,13.330611,unknown
52.4963151,13.3242552,limited
52.4950862,13.3235476,yes
52.4948796,13.3235398,unknown
52.4946502,13.3235192,unknown
52.4947397,13.3235164,unknown
52.4946102,13.3235124,limited
52.4866188,13.3161408,unknown
52.4869489,13.3182979,unknown
52.4866249,13.3168736,unknown
52.4867826,13.3130225,yes
52.4861729,13.3201828,limited
52.4876133,13.3158471,unknown
52.4866918,13.3217499,no
52.486668,13.3206331,no
52.4866567,13.3176273,unknown
52.4866566,13.3173928,unknown
52.4864032,13.3197403,no
52.4864035,13.3196582,no
52.4863883,13.3169882,unknown
52.4883194,13.3170768,unknown
52.4862269,13.3215587,limited
52.4862579,13.3213995,yes
52.4863028,13.3201176,limited
52.4862501,13.3211397,limited
52.4862027,13.3213012,yes
52.4862476,13.3217152,yes
52.4868882,13.31249,unknown
52.4868752,13.3098239,yes
52.4884926,13.3209828,unknown
52.4854706,13.3408169,yes
52.4897768,13.3422447,yes
52.4880929,13.3397773,limited
52.48886,13.3390409,yes
52.4888797,13.340612,no
52.4868148,13.3421045,no
52.489832,13.3401059,yes
52.4881622,13.3405381,unknown
52.4880808,13.3396562,limited
52.4885983,13.3390663,limited
52.4881014,13.3391959,yes
52.4878637,13.3405319,yes
52.4886129,13.3420261,no
52.4885711,13.3415979,limited
52.4880001,13.3404914,yes
52.4888422,13.341427,no
52.4882633,13.3387043,unknown
52.4881224,13.3350638,no
52.4860261,13.3354556,unknown
52.4859095,13.336337,unknown
52.4857633,13.336761,unknown
52.4877075,13.3312724,unknown
52.4884219,13.3372344,yes
52.4882912,13.336127,unknown
52.4858047,13.3334089,yes
52.4885005,13.3378355,limited
52.4875658,13.3317089,unknown
52.4879165,13.333665,yes
52.488064,13.3366478,no
52.4876838,13.3343589,no
52.4880356,13.3364831,no
52.4880459,13.3367404,unknown
52.4857957,13.3341149,no
52.4879221,13.3338162,unknown
52.4880306,13.3553558,unknown
52.4958594,13.3559674,yes
52.4969264,13.3551744,no
52.4904599,13.3551758,no
52.4925735,13.3563719,limited
52.4891131,13.3552405,no
52.4972233,13.3549173,limited
52.4971795,13.3551435,yes
52.4971968,13.3550587,limited
52.4946629,13.3564357,no
52.4925265,13.3553305,yes
52.496935,13.3551312,no
52.4882528,13.3502754,unknown
52.4892226,13.3482204,limited
52.4874692,13.3498498,no
52.4896583,13.3491562,no
52.4896511,13.3500034,no
52.4905372,13.3493736,no
52.4892088,13.3489704,no
52.4892266,13.3488845,no
52.4883676,13.3491119,limited
52.4902524,13.3488767,no
52.4895119,13.3477991,yes
52.4896641,13.3501042,no
52.4897856,13.3492481,limited
52.4884301,13.349918,limited
52.4892386,13.3489005,limited
52.4944887,13.3491672,no
52.4943962,13.348303,limited
52.4969926,13.322611,limited
52.4968877,13.313966,no
52.4959342,13.3113057,unknown
52.4960064,13.3131527,yes
52.4965201,13.3198419,yes
52.4975221,13.3183359,unknown
52.4962246,13.3114819,unknown
52.496128,13.311787,unknown
52.4963496,13.311092,unknown
52.4966541,13.3084106,unknown
52.4965383,13.3147412,limited
52.4866501,13.3263265,yes
52.4866739,13.326462,yes
52.486729,13.3264511,yes
52.4868822,13.3268079,no
52.4853814,13.3258552,limited
52.4868875,13.3283445,unknown
52.4866367,13.3280926,unknown
52.4860063,13.3299189,unknown
52.4866617,13.3245317,unknown
52.4866356,13.326034,no
52.4869785,13.3284354,unknown
52.4860961,13.3278069,unknown
52.4863387,13.3253976,limited
52.4849824,13.3292958,unknown
52.4866373,13.4248468,no
52.4868722,13.4233921,yes
52.4845278,13.4242001,no
52.4869149,13.4243357,unknown
52.485841,13.421785,yes
52.4857356,13.4214749,yes
52.4860383,13.4214956,yes
52.4869791,13.424311,limited
52.4852833,13.4262997,no
52.4865194,13.4230019,yes
52.4866691,13.4229735,yes
52.4870678,13.4244626,unknown
52.4872139,13.4252245,unknown
52.4870928,13.4251263,unknown
52.4867953,13.4242365,unknown
52.4852032,13.4272643,limited
52.4854231,13.4259914,yes
52.4854743,13.4258784,yes
52.4851632,13.4274331,yes
52.4855948,13.4265315,limited
52.4848708,13.4375571,limited
52.4857993,13.448829,limited
52.4850209,13.4372849,no
52.4851268,13.4449541,yes
52.485244,13.448853,unknown
52.4852876,13.4451093,unknown
52.4856242,13.4664796,unknown
52.4853177,13.439596,unknown
52.4846068,13.4626586,yes
52.4854187,13.447901,unknown
52.4860623,13.4471417,unknown
52.4854238,13.4491809,unknown
52.4853846,13.4491288,unknown
52.4845722,13.4438047,unknown
52.4874088,13.4367417,yes
52.4869857,13.428753,unknown
52.4870859,13.4291663,unknown
52.4869273,13.4283185,limited
52.4868316,13.4360547,unknown
52.4862529,13.4346009,no
52.4870704,13.4287534,unknown
52.4871098,13.4400594,unknown
52.4861775,13.4305783,yes
52.4870638,13.4309533,limited
52.4869118,13.4307821,no
52.4873209,13.4273404,yes
52.4872439,13.427558,limited
52.4872478,13.4264277,no
52.4872801,13.4274523,limited
52.487068,13.4401112,unknown
52.4869859,13.4308776,no
52.4868663,13.4340019,unknown
52.4868118,13.4306787,yes
52.4863425,13.4350019,limited
52.4868603,13.4307177,unknown
52.4820334,13.4234226,unknown
52.4815052,13.4264606,yes
52.4809859,13.4256516,unknown
52.4809507,13.42535,unknown
52.4816526,13.4310556,limited
52.4813406,13.4378288,no
52.4822126,13.4340007,no
52.4812647,13.4525655,no
52.4823919,13.4390855,limited
52.4822398,13.4393931,limited
52.4820287,13.4398202,limited
52.4818162,13.4212116,yes
52.4814436,13.4295163,unknown
52.4818096,13.4404552,no
52.4821751,13.4480519,unknown
52.4821479,13.4481144,unknown
52.4832301,13.4341503,limited
52.4834747,13.436246,unknown
52.4837663,13.4362285,unknown
52.4835037,13.4445081,limited
52.4836726,13.4799385,unknown
52.4837245,13.4680142,no
52.4832845,13.4350326,yes
52.4833761,13.4664712,yes
52.483608,13.4402014,no
52.4836573,13.4400966,no
52.4833572,13.4421464,no
52.4837074,13.4364227,unknown
52.4873589,13.4139617,yes
52.4872684,13.4291919,unknown
52.4873815,13.4773916,unknown
52.4878332,13.4316987,limited
52.4874287,13.4271307,limited
52.4874674,13.463746,unknown
52.4882794,13.4671874,unknown
52.4874647,13.4772783,unknown
52.4878189,13.4259362,no
52.4874388,13.4261021,unknown
52.4873894,13.4247292,unknown
52.4865933,13.4320754,unknown
52.4865703,13.4283998,unknown
52.4864453,13.4287383,limited
52.4865786,13.4294538,no
52.4864104,13.4299259,yes
52.4865589,13.4295126,yes
52.4863267,13.4646839,yes
52.4867874,13.481009,yes
52.486256,13.4652513,unknown
52.4867195,13.4512505,unknown
52.47704,13.4268331,unknown
52.476987,13.4224107,yes
52.477131,13.4211842,unknown
52.4781863,13.4213418,limited
52.4777067,13.4478314,no
52.4776996,13.4484958,unknown
52.4773794,13.4235265,no
52.4785103,13.4388209,no
52.4772114,13.4309467,yes
52.4774238,13.4237153,limited
52.4773493,13.423258,no
52.4781117,13.4478681,no
52.4774596,13.4291633,yes
52.4786363,13.4234217,limited
52.4796591,13.4252195,yes
52.4794129,13.4253,no
52.4795123,13.425268,limited
52.479556,13.4439199,unknown
52.4803538,13.4254257,yes
52.4804563,13.4247011,unknown
52.4804034,13.4466449,no
52.478818,13.4262562,unknown
52.4797107,13.4284116,limited
52.479875,13.4249385,no
52.4791435,13.449724,unknown
52.4839891,13.439361,limited
52.484281,13.443209,unknown
52.4830345,13.4346087,limited
52.4824545,13.4380927,limited
52.4825435,13.4414511,no
52.4825054,13.4363943,unknown
52.4827703,13.4383457,yes
52.483116,13.4417888,yes
52.4827352,13.4424632,limited
52.4826931,13.4342098,no
52.4859481,13.4349145,no
52.4856733,13.4300431,no
52.4844493,13.4330001,unknown
52.4858576,13.4347939,limited
52.4855782,13.4349348,unknown
52.4846201,13.4285239,yes
52.484614,13.433672,yes
52.4848925,13.4340979,yes
52.4846734,13.4344516,limited
52.4855543,13.431264,limited
52.4853608,13.4318097,no
52.4859127,13.4302526,no
52.4851932,13.4322824,limited
52.4847785,13.4334249,limited
52.4853872,13.4317352,limited
52.4858261,13.4304964,no
52.4853405,13.4328544,limited
52.4852287,13.4332232,yes
52.4846622,13.4337889,unknown
52.48447,13.4280889,yes
52.484813,13.4281174,limited
52.4848821,13.4279669,no
52.4845262,13.4279654,limited
52.4845937,13.4278173,limited
52.4848033,13.4282256,limited
52.4840568,13.4329483,yes
52.4840307,13.4324192,limited
52.4842307,13.4331894,limited
52.4841653,13.4295322,limited
52.4840061,13.42904,no
52.4841475,13.4365729,limited
52.4836355,13.4323001,unknown
52.4838484,13.4294619,no
52.4838051,13.4295581,no
52.4836114,13.430747,limited
52.4842604,13.4285492,no
52.4837187,13.4305117,no
52.4843142,13.4284308,no
52.4838132,13.4303043,no
52.4830181,13.4320872,limited
52.4831628,13.4349172,no
52.4839515,13.435064,limited
52.4842273,13.4345045,limited
52.4745587,13.3281255,no
52.4743885,13.2940599,unknown
52.4739023,13.2949337,unknown
52.47457,13.3042499,unknown
52.4742672,13.2949038,yes
52.4745349,13.2922386,limited
52.4742987,13.2933236,yes
52.4744332,13.2925233,limited
52.4743076,13.2929112,yes
52.4744539,13.2928954,yes
52.4744517,13.2940847,no
52.4743981,13.314133,yes
52.4743541,13.2944008,no
52.4742482,13.293092,yes
52.4451395,13.2712373,unknown
52.4471029,13.2806343,unknown
52.44702,13.2831931,yes
52.4450623,13.2929326,unknown
52.4437031,13.2892594,limited
52.4439782,13.2901345,unknown
52.4484626,13.2756689,yes
52.4489805,13.2828265,unknown
52.4444506,13.2912619,unknown
52.4461616,13.2924947,unknown
52.4480381,13.2857097,no
52.4443986,13.2911541,unknown
52.4578859,13.2927463,unknown
52.4578817,13.2925563,no
52.4582649,13.3031452,yes
52.4577501,13.289957,yes
52.4582205,13.291514,yes
52.45902,13.282944,limited
52.4573351,13.2962062,unknown
52.4576637,13.296571,unknown
52.4575002,13.2968661,unknown
52.458559,13.2840537,unknown
52.459541,13.279734,unknown
52.4587012,13.2840068,unknown
52.4593782,13.2799048,unknown
52.457863,13.2910405,yes
52.4580122,13.2897476,unknown
52.4577223,13.2794483,unknown
52.4432917,13.2946307,no
52.4436055,13.2944065,yes
52.4425443,13.2949936,limited
52.442643,13.2951387,unknown
52.4432133,13.2956178,no
52.4429613,13.2954576,yes
52.4428604,13.2955716,no
52.4426693,13.2949208,no
52.4419473,13.2943237,unknown
52.442155,13.2948925,unknown
52.4419162,13.2942219,unknown
52.4418218,13.2939696,unknown
52.4431293,13.2953107,unknown
52.442904,13.2955279,unknown
52.4421582,13.2954509,no
52.4448671,13.2949639,unknown
52.4442791,13.2955918,unknown
52.4433056,13.2935862,yes
52.4763171,13.2817935,unknown
52.475283,13.2806152,limited
52.4765115,13.2817128,yes
52.4766708,13.2890384,limited
52.4766752,13.2885837,no
52.47601,13.2863796,unknown
52.4757412,13.282165,unknown
52.4765743,13.2819201,unknown
52.4756277,13.2870135,unknown
52.4763685,13.281946,unknown
52.4336837,13.2757806,yes
52.433729,13.2760089,yes
52.4322034,13.2785774,unknown
52.4324778,13.2996182,unknown
52.4320383,13.2784839,unknown
52.4350974,13.2890857,unknown
52.4343194,13.2867039,limited
52.4337358,13.2868004,no
52.4330134,13.2866708,yes
52.4328749,13.2866852,limited
52.4326111,13.3000801,no
52.4326263,13.2995455,no
52.4322706,13.3109199,no
52.4322647,13.2847595,unknown
52.4354637,13.3271005,yes
52.4354644,13.322828,unknown
52.4354244,13.3244353,unknown
52.4347891,13.3240192,unknown
52.4340498,13.2870037,unknown
52.4323533,13.2989969,unknown
52.4734511,13.298353,unknown
52.4731823,13.2994038,unknown
52.4689319,13.2785999,unknown
52.4682321,13.2782005,unknown
52.4736016,13.2787266,unknown
52.4731538,13.2783853,unknown
52.4737299,13.2782006,limited
52.4711773,13.291007,unknown
52.4711097,13.2906996,unknown
52.4711403,13.2908386,unknown
52.4732689,13.297646,no
52.4710028,13.2894195,unknown
52.4711746,13.2898363,unknown
52.4702459,13.2891169,unknown
52.4703316,13.2889954,unknown
52.4733432,13.2962618,yes
52.4732677,13.290462,yes
52.4717993,13.2937689,unknown
52.471157,13.292383,unknown
52.4729696,13.2903059,yes
52.4770574,13.2884234,unknown
52.4773486,13.2877812,unknown
52.4777487,13.2810751,unknown
52.4777628,13.2818428,limited
52.4775927,13.2815803,limited
52.477111,13.2816652,unknown
52.4772173,13.2812847,unknown
52.4769291,13.2887476,unknown
52.4774025,13.2875429,limited
52.4777851,13.3074034,unknown
52.4770876,13.2887617,yes
52.4771983,13.2808165,unknown
52.477443,13.2801292,unknown
52.4777803,13.2877311,limited
52.4770301,13.2887441,limited
52.4770492,13.2901922,unknown
52.4771684,13.2900752,unknown
52.4772137,13.2893073,unknown
52.4772069,13.2895103,unknown
52.464347,13.297317,limited
52.4666554,13.2752115,unknown
52.4641215,13.2967332,unknown
52.4643655,13.2964803,limited
52.4645426,13.2773839,unknown
52.4647594,13.2771037,unknown
52.4676675,13.2891747,unknown
52.4615819,13.2873731,unknown
52.4650769,13.2882034,unknown
52.4620124,13.2877675,unknown
52.4676541,13.2895113,unknown
52.4649832,13.2885174,unknown
52.4609534,13.2939396,unknown
52.4616094,13.2937859,limited
52.4612833,13.2942022,unknown
52.4613917,13.2947799,limited
52.4608002,13.2741071,limited
52.4601191,13.2749818,yes
52.4598903,13.2744924,unknown
52.4609071,13.2836414,unknown
52.4428201,13.2978258,unknown
52.4435795,13.2964063,yes
52.4429005,13.2960084,yes
52.4428276,13.2958263,limited
52.4431579,13.2968098,no
52.441939,13.2974764,unknown
52.4428447,13.2958629,limited
52.4400675,13.2899805,unknown
52.4397617,13.2783924,unknown
52.4424028,13.2834388,limited
52.4430939,13.297565,unknown
52.4430215,13.2973911,unknown
52.4415969,13.2985389,unknown
52.4425274,13.2960214,unknown
52.4398542,13.2970493,unknown
52.4407095,13.2946848,unknown
52.4849124,13.296969,unknown
52.4850977,13.2974916,unknown
52.485079,13.2969931,unknown
52.484718,13.2969368,unknown
52.4846236,13.2981662,unknown
52.4817774,13.2886184,unknown
52.4827049,13.2857122,unknown
52.4832108,13.2854308,unknown
52.4837799,13.2807891,unknown
52.4780536,13.2821088,no
52.477806,13.2802231,unknown
52.4782968,13.2807796,unknown
52.4777925,13.2789404,unknown
52.4784506,13.2751187,limited
52.4801526,13.2709995,unknown
52.4784194,13.2758254,unknown
52.4798952,13.2718097,limited
52.4797837,13.2794419,unknown
52.4789793,13.2848224,unknown
52.4787007,13.2847378,unknown
52.4795084,13.2844686,unknown
52.478761,13.2825498,unknown
52.4782723,13.2820328,no
52.4797068,13.2750964,unknown
52.4761457,13.2957791,limited
52.4754466,13.2907063,unknown
52.4750406,13.2906955,unknown
52.4752159,13.2899562,no
52.4759438,13.2901303,yes
52.4761412,13.2898205,yes
52.4763949,13.288935,yes
52.4758025,13.2907601,yes
52.4749984,13.2924202,yes
52.4751269,13.2907352,yes
52.4750748,13.2901423,unknown
52.4750657,13.2899817,no
52.4750266,13.2913221,yes
52.4755263,13.2906696,yes
52.4766229,13.2891007,unknown
52.4765725,13.2891663,limited
52.4751069,13.2911775,unknown
52.4753513,13.2911486,unknown
52.475993,13.2900625,yes
52.4762925,13.2890757,unknown
52.4752572,13.291748,no
52.4763369,13.2894726,no
52.4562032,13.307115,yes
52.4571611,13.2920178,no
52.4572223,13.3272736,yes
