id,count,lat,lon
000008012713,297,52.294125000000,13.431112000000
000008010205,115,51.344817000000,12.381321000000
000008010327,92,51.526790000000,14.003977000000
000008010324,139,53.635261000000,11.407520000000
000008012393,39,51.855704000000,12.748198000000
000008011756,92,51.591486000000,14.014993000000
000008011471,239,52.147961000000,14.658720000000
000008011238,205,52.231150000000,12.854964000000
000008012666,4001,52.390935000000,13.067187000000
000008012428,28,52.995291000000,12.628685000000
000008010279,335,52.373909000000,13.010836000000
000008010318,60,52.018794000000,11.733157000000
000008010036,3481,52.510754000000,13.498228000000
000008010031,446,52.136359000000,12.595044000000
000008012381,13,52.219128000000,11.784784000000
000008011740,142,52.350025000000,13.284362000000
000008011749,74,51.291668000000,13.523994000000
000008011460,65,52.674806000000,11.854882000000
000008012656,71,51.408476000000,12.514348000000
000008012650,38,51.470851000000,13.616893000000
000008011188,95,52.755706000000,13.674484000000
000008012413,106,52.817405000000,13.238075000000
000008012418,64,53.442752000000,13.903114000000
000008010268,185,53.515010000000,13.988811000000
000008010302,153,51.883983000000,12.236938000000
000008010308,77,51.455449000000,13.869697000000
000008012096,250,52.753402000000,13.039681000000
000008011572,28,53.065216000000,12.545696000000
000008011210,48,51.955514000000,12.895806000000
000008011334,267,52.237264000000,13.437435000000
000008010255,8681,52.510001000000,13.435747000000
000008010250,181,53.359309000000,13.074598000000
000008010376,134,52.098874000000,12.429625000000
000008010377,898,52.394052000000,13.015165000000
000008010373,677,52.392678000000,12.926129000000
000008010378,120,52.331542000000,13.067384000000
000008010018,121,53.766651000000,11.465788000000
000008012084,96,51.746846000000,14.241560000000
000008012083,83,51.757601000000,14.250855000000
000008010139,46,54.092955000000,13.370426000000
000008012089,94,52.263269000000,14.575663000000
000008011563,28,51.384798000000,13.502909000000
000008011322,56,51.887912000000,12.458080000000
000008012479,146,52.099151000000,14.648603000000
000008010246,170,52.926596000000,12.794441000000
000008011818,121,52.400032000000,13.921515000000
000008010248,285,52.853125000000,12.450123000000
000008012233,22,51.852698000000,13.085269000000
000008010004,418,53.015587000000,13.996753000000
000008010123,108,52.403234000000,12.156539000000
000008010120,1080,52.367029000000,14.059618000000
000008081688,97,51.816465000000,14.385618000000
000008010121,64,52.956329000000,11.736930000000
000008012195,73,51.371673000000,12.430845000000
000008012190,73,51.369004000000,12.459037000000
000005100057,77,53.418155000000,14.549204000000
000008011559,173,52.338063000000,14.471443000000
000008011271,251,52.186811000000,12.758441000000
000008011314,69,52.903551000000,13.869724000000
000008011311,129,53.213416000000,14.207325000000
000008011319,111,52.019868000000,14.718168000000
000008080170,132,52.315694000000,13.271782000000
000008011805,97,52.108720000000,13.701860000000
000008012469,111,51.606340000000,14.161230000000
000008010357,475,51.957654000000,14.707037000000
000008010353,130,51.852255000000,13.608109000000
000008010351,92,51.562779000000,12.991404000000
000008012226,35,53.150875000000,12.394149000000
000008010077,162,51.838925000000,12.234147000000
000008010072,92,51.122816000000,13.579336000000
000008010073,1873,51.750373000000,14.325170000000
000008010079,236,51.620951000000,13.563712000000
000008010113,1509,52.337218000000,14.546913000000
000008010111,40,51.739249000000,14.637640000000
000008011542,364,51.637000000000,13.710446000000
000008011540,147,52.249263000000,14.568700000000
000008011541,234,52.569498000000,13.051784000000
000008013418,30,51.882925000000,12.731527000000
000008012831,136,52.771155000000,13.251239000000
000005100145,77,53.397790000000,14.495159000000
000008011269,114,52.346495000000,14.281342000000
000008011308,36,52.350345000000,12.984447000000
000008011694,46,54.076114000000,13.397266000000
000008080040,349,52.549447000000,13.128968000000
000008011691,304,53.001094000000,13.166567000000
000008013093,94,51.379503000000,12.485713000000
000008013090,103,53.270755000000,14.350222000000
000008012458,67,52.139981000000,13.479451000000
000008012215,26,51.695043000000,14.256051000000
000008010064,148,52.872932000000,13.820549000000
000008010060,1006,52.400794000000,12.566036000000
000008010069,184,51.738557000000,13.980124000000
000008010103,230,51.583938000000,13.246458000000
000008010100,83,51.472333000000,13.519123000000
000008010109,1785,52.390906000000,13.513046000000
000008013406,93,52.199433000000,14.616207000000
000008013402,9,52.297052000000,11.680380000000
000008011250,234,52.029922000000,13.721582000000
000008011016,48,51.652811000000,14.009201000000
000008011131,66,51.571015000000,13.064928000000
000008013083,62,52.436171000000,11.811890000000
000008012445,121,51.818652000000,14.423752000000
000008011867,78,51.679667000000,13.203317000000
000008012565,102,51.373950000000,13.764527000000
000008012568,65,52.787728000000,11.760416000000
000008011901,3699,52.566549000000,13.513698000000
000008011909,22,51.780271000000,13.114162000000
000008010053,979,52.337628000000,13.415908000000
000008012322,60,52.060665000000,12.392208000000
000008012329,62,52.775174000000,13.694631000000
000008010177,156,51.432809000000,14.231523000000
000008010175,555,52.929073000000,12.810993000000
000008010171,66,51.454473000000,14.013742000000
000008010179,71,53.603073000000,13.937650000000
000008013477,1026,52.428396000000,13.752249000000
000008013472,110,52.582598000000,13.001286000000
000008013470,1419,52.676233000000,13.593034000000
000008012816,51,51.567823000000,13.574231000000
000008013479,918,52.559600000000,13.089887000000
000008012819,62,52.717703000000,13.636219000000
000008012934,44,52.734800000000,13.091574000000
000008013238,49,53.183929000000,13.877281000000
000008012552,36,51.932168000000,13.048686000000
000008010047,16,52.153082000000,11.716870000000
000008010041,3329,52.454611000000,13.510149000000
000008012315,52,52.458828000000,12.971670000000
000008010161,74,51.463499000000,12.668029000000
000008013467,160,52.261969000000,12.926141000000
000008012923,78,51.991496000000,13.776715000000
000008011355,62,52.517102000000,11.854104000000
000008013222,28,52.946543000000,12.680112000000
000008011078,101,51.518301000000,13.402642000000
000008011116,77,52.058085000000,13.511824000000
000008013185,402,52.685019000000,13.171933000000
000008013183,110,52.722041000000,13.115470000000
000008011848,49,53.150035000000,12.343382000000
000008013188,281,51.789471000000,14.081529000000
000008011960,39,51.792714000000,12.954480000000
000008012549,77,52.075217000000,13.726914000000
000008012264,88,53.729415000000,11.411441000000
000008010153,169,53.800373000000,12.172522000000
000008010151,104,52.334300000000,11.976540000000
000008012021,44,53.923660000000,13.622435000000
000008011344,55,53.081391000000,13.180737000000
000008011340,339,52.327032000000,13.419632000000
000008012918,40,53.184917000000,14.153873000000
000008013210,65,51.772807000000,13.617134000000
000008080710,39,52.672356000000,13.271343000000
000008011100,173,52.164364000000,12.684519000000
000008011952,97,51.984667000000,12.349608000000
000008011959,73,51.419788000000,12.545009000000
000008012257,56,51.962401000000,13.821310000000
000008012371,71,51.505547000000,12.819528000000
000008012681,28,51.425144000000,13.500480000000
000008012011,243,52.375453000000,12.421661000000
000008013444,36,51.056156000000,13.723870000000
000008081586,149,52.552757000000,13.115827000000
000008012903,82,51.601989000000,13.468036000000
000008011173,152,52.242283000000,13.634536000000
000008011179,21,51.590096000000,13.360627000000
000008011486,39,51.832543000000,12.827152000000
000008011944,60,51.866457000000,14.500611000000
000008011945,65,51.877718000000,14.540990000000
000008011940,147,52.332674000000,14.355673000000
000008012006,135,51.909526000000,14.627220000000
000008010287,748,53.145967000000,12.184525000000
000008010284,106,53.795979000000,12.223022000000
000008010285,74,51.250714000000,13.508716000000
000008010282,58,53.321614000000,13.866558000000
000008010280,916,52.392828000000,13.035788000000
000008013276,5,53.340880000000,12.265149000000
000008013275,39,51.871219000000,12.695082000000
000008013272,112,52.064691000000,14.714895000000
000008011630,13,52.177297000000,11.741685000000
000008011044,46,53.856168000000,13.701654000000
000008011042,62,52.339029000000,11.759805000000
000008013313,99,53.111412000000,13.893207000000
000008011048,39,51.728678000000,13.032750000000
000008011595,5,53.381919000000,12.247026000000
000008012358,44,54.199259000000,13.201011000000
000008010396,53,53.973881000000,13.548192000000
000008012967,65,52.885488000000,11.743531000000
000008010395,419,52.218899000000,13.439169000000
000008012968,62,53.221029000000,13.884549000000
000008010399,271,53.186497000000,13.139805000000
000008013305,93,52.231286000000,14.583823000000
000008011154,135,52.357185000000,14.165226000000
000008012341,97,51.768927000000,14.366592000000
000008012348,206,53.311123000000,12.247186000000
000008012957,168,52.341039000000,12.980586000000
000008010384,218,53.160824000000,12.478766000000
000008010382,751,53.002077000000,11.762899000000
000008013258,35,53.025685000000,11.788002000000
000008013376,154,52.264919000000,13.634857000000
000008013371,30,51.918892000000,12.779350000000
000008011730,35,53.123008000000,12.047107000000
000008011294,104,52.274892000000,11.841726000000
000008011290,28,51.894872000000,12.752553000000
000008080190,2185,52.688575000000,13.288738000000
000008012175,42,51.447248000000,14.093110000000
000008012487,82,51.967879000000,12.978498000000
000008012944,115,53.068342000000,14.271658000000
000008012942,42,51.443318000000,14.133568000000
000008012943,70,53.063044000000,14.290626000000
000008012941,25,51.473778000000,13.891002000000
000008010095,92,51.452006000000,12.636845000000
000008010093,847,52.833665000000,13.797032000000
000008010099,295,51.459716000000,13.517418000000
000008013365,144,52.385278000000,12.372994000000
000008011725,188,52.411002000000,12.776672000000
000008011723,44,54.013720000000,13.480622000000
000008013368,28,51.349875000000,13.515489000000
000008013123,19,52.247121000000,13.259936000000
000008012636,71,52.336903000000,14.397962000000
000008012637,58,53.065581000000,14.089945000000
000008012040,47,51.894518000000,12.371757000000
000008010406,11079,52.506921000000,13.332707000000
000008010404,1746,52.534798000000,13.197477000000
000008010405,4090,52.421457000000,13.179099000000
000008010403,2714,52.504750000000,13.303866000000
000008012169,81,51.474401000000,13.743970000000
000008011894,43,51.492884000000,13.565128000000
000008010085,92,51.040723000000,13.732195000000
000008010089,36,51.065282000000,13.738348000000
000008013352,2,54.230224000000,13.139527000000
000008013350,291,52.165570000000,13.467921000000
000008011430,1608,52.383023000000,13.122184000000
000008011438,43,53.766180000000,13.796064000000
000008012627,19,53.240043000000,14.252641000000
000008012622,36,53.071051000000,11.851784000000
000008012621,159,51.844073000000,14.448949000000
000008010233,546,52.316137000000,13.031010000000
000008010239,575,52.612335000000,12.885156000000
000008011667,21,51.704677000000,13.886832000000
000008011665,65,52.716191000000,11.858197000000
000008011662,163,52.411036000000,12.727139000000
000008011668,81,51.974152000000,13.575069000000
000008013344,62,52.250450000000,11.635337000000
000008010193,1583,52.296719000000,13.631534000000
000008011703,47,51.880568000000,12.522963000000
000008013109,149,52.159260000000,13.650767000000
000008013492,275,52.291781000000,12.984759000000
000008013493,24,51.298736000000,14.831897000000
000008011387,71,51.492120000000,12.745249000000
000008012611,61,53.148344000000,14.100766000000
000008012734,28,51.579907000000,13.153918000000
000008012733,1034,52.358818000000,13.098009000000
000008012145,36,51.308502000000,13.680492000000
000008010226,167,52.148924000000,11.641805000000
000008010224,167,52.130196000000,11.627439000000
000008010222,136,51.867536000000,12.661997000000
000008010220,356,51.862114000000,13.962173000000
000008012295,62,52.393498000000,11.788141000000
000008011776,89,52.868313000000,13.213804000000
000008010182,317,51.997928000000,13.055159000000
000008010183,94,51.553417000000,14.055357000000
000008011414,123,51.654665000000,14.221974000000
000008011536,44,53.659646000000,13.882317000000
000008011537,60,51.643071000000,13.173707000000
000008011533,192,52.406916000000,13.824657000000
000008013487,2458,52.754362000000,13.248432000000
000008013483,1152,52.637867000000,13.205874000000
000008013480,54,52.303625000000,12.964112000000
000008013481,690,52.410552000000,12.972179000000
000008013489,109,52.515563000000,12.971315000000
000008012605,99,51.769027000000,14.187491000000
000008011093,74,52.704225000000,13.143258000000
000008011098,28,51.581728000000,14.112302000000
000008010217,552,51.940702000000,13.876873000000
000008010214,255,52.896962000000,13.189862000000
000008010215,703,52.299211000000,13.267601000000
000008010334,68,52.595007000000,11.854614000000
000008010335,65,52.606836000000,11.836728000000
000008081220,88,52.323649000000,13.139738000000
000008012282,56,51.871933000000,12.596230000000
000008010338,141,54.308757000000,13.077688000000
000008012280,56,51.863675000000,12.641878000000
000008012289,62,52.166452000000,11.657931000000
000008011408,28,53.120712000000,12.521835000000
000008011409,69,51.915672000000,13.581945000000
000008013160,21,51.585421000000,13.296546000000
000008012897,48,51.685048000000,14.001706000000
000008080260,373,52.543674000000,13.058360000000
